package;class;method name;;;capabilities;;
java.lang;Class;forName0;java.lang.Class;java.lang.String,boolean,java.lang.ClassLoader ;CLASSLOADING;;
java.lang;Class;getClassLoader0;java.lang.ClassLoader; ;CLASSLOADING;;
java.lang;ClassLoader;defineClass0;java.lang.Class;java.lang.String,byte[],int,int,java.security.ProtectionDomain ;CLASSLOADING;;
java.lang;ClassLoader;defineClass1;java.lang.Class;java.lang.String,byte[],int,int,java.security.ProtectionDomain,java.lang.String ;CLASSLOADING;;
java.lang;ClassLoader;defineClass2;java.lang.Class;java.lang.String,java.nio.ByteBuffer,int,int,java.security.ProtectionDomain,java.lang.String ;CLASSLOADING;;
java.lang;ClassLoader;findBootstrapClass;java.lang.Class;java.lang.String ;CLASSLOADING;;
java.lang;ClassLoader;findLoadedClass0;java.lang.Class;java.lang.String ;CLASSLOADING;;
java.lang;ClassLoader;registerNatives;void; ;CLASSLOADING;;
java.lang;ClassLoader;resolveClass0;void;java.lang.Class ;CLASSLOADING;;
java.lang;ClassLoader;retrieveDirectives;java.lang.AssertionStatusDirectives; ;CLASSLOADING;;
java.lang;ClassLoader$NativeLibrary;find;long;java.lang.String ;CLASSLOADING;;
java.lang;ClassLoader$NativeLibrary;load;void;java.lang.String ;CLASSLOADING;;
java.lang;ClassLoader$NativeLibrary;unload;void; ;CLASSLOADING;;
sun.net;PortConfig;getLower0;int; ;SYSTEM;net;
sun.net;PortConfig;getUpper0;int; ;SYSTEM;net;
com.sun.demo.jvmti.hprof;Tracker;nativeCallSite;void;java.lang.Object,int,int ;NATIVE;;
com.sun.demo.jvmti.hprof;Tracker;nativeNewArray;void;java.lang.Object,java.lang.Object ;NATIVE;;
com.sun.demo.jvmti.hprof;Tracker;nativeObjectInit;void;java.lang.Object,java.lang.Object ;NATIVE;;
com.sun.demo.jvmti.hprof;Tracker;nativeReturnSite;void;java.lang.Object,int,int ;NATIVE;;
com.sun.media.sound;DirectAudioDevice;nAvailable;int;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nClose;void;long,boolean ;NATIVE;;
com.sun.media.sound;DirectAudioDevice;nFlush;void;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nGetBufferSize;int;long,boolean ;NATIVE;;
com.sun.media.sound;DirectAudioDevice;nGetBytePosition;long;long,boolean,long ;NATIVE;;
com.sun.media.sound;DirectAudioDevice;nGetFormats;void;int,int,boolean,java.util.Vector ;NATIVE;;
com.sun.media.sound;DirectAudioDevice;nIsStillDraining;boolean;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nOpen;long;int,int,boolean,int,float,int,int,int,boolean,boolean,int ;NATIVE;;
com.sun.media.sound;DirectAudioDevice;nRead;int;long,byte[],int,int,int ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nRequiresServicing;boolean;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nService;void;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nSetBytePosition;void;long,boolean,long ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nStart;void;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nStop;void;long,boolean ;SOUND;;
com.sun.media.sound;DirectAudioDevice;nWrite;int;long,byte[],int,int,int,float,float ;SOUND;;
com.sun.media.sound;DirectAudioDeviceProvider;nGetNumDevices;int; ;SOUND;;
com.sun.media.sound;DirectAudioDeviceProvider;nNewDirectAudioDeviceInfo;com.sun.media.sound.DirectAudioDeviceProvider$DirectAudioDeviceInfo;int ;SOUND;;
com.sun.media.sound;MidiInDevice;nClose;void;long ;NATIVE;;
com.sun.media.sound;MidiInDevice;nGetMessages;void;long ;SOUND;;
com.sun.media.sound;MidiInDevice;nGetTimeStamp;long;long ;SOUND;;
com.sun.media.sound;MidiInDevice;nOpen;long;int ;NATIVE;;
com.sun.media.sound;MidiInDevice;nStart;void;long ;SOUND;;
com.sun.media.sound;MidiInDevice;nStop;void;long ;SOUND;;
com.sun.media.sound;MidiInDeviceProvider;nGetDescription;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiInDeviceProvider;nGetName;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiInDeviceProvider;nGetNumDevices;int; ;SOUND;;
com.sun.media.sound;MidiInDeviceProvider;nGetVendor;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiInDeviceProvider;nGetVersion;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiOutDevice;nClose;void;long ;NATIVE;;
com.sun.media.sound;MidiOutDevice;nGetTimeStamp;long;long ;SOUND;;
com.sun.media.sound;MidiOutDevice;nOpen;long;int ;NATIVE;;
com.sun.media.sound;MidiOutDevice;nSendLongMessage;void;long,byte[],int,long ;SOUND;;
com.sun.media.sound;MidiOutDevice;nSendShortMessage;void;long,int,long ;SOUND;;
com.sun.media.sound;MidiOutDeviceProvider;nGetDescription;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiOutDeviceProvider;nGetName;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiOutDeviceProvider;nGetNumDevices;int; ;SOUND;;
com.sun.media.sound;MidiOutDeviceProvider;nGetVendor;java.lang.String;int ;SOUND;;
com.sun.media.sound;MidiOutDeviceProvider;nGetVersion;java.lang.String;int ;SOUND;;
com.sun.media.sound;Platform;nGetExtraLibraries;java.lang.String; ;SYSTEM;;
com.sun.media.sound;Platform;nGetLibraryForFeature;int;int ;SYSTEM;;
com.sun.media.sound;Platform;nIsBigEndian;boolean; ;SYSTEM;;
com.sun.media.sound;Platform;nIsSigned8;boolean; ;SYSTEM;;
com.sun.security.auth.module;NTSystem;getCurrent;void;boolean ;NATIVE;;
com.sun.security.auth.module;NTSystem;getImpersonationToken0;long; ;NATIVE;;
java.lang;Compiler;command;java.lang.Object;java.lang.Object ;NATIVE;;
java.lang;Compiler;compileClass;boolean;java.lang.Class ;NATIVE;;
java.lang;Compiler;compileClasses;boolean;java.lang.String ;NATIVE;;
java.lang;Compiler;disable;void; ;NATIVE;;
java.lang;Compiler;enable;void; ;NATIVE;;
java.lang;Compiler;initialize;void; ;NATIVE;;
java.lang;Compiler;registerNatives;void; ;NATIVE;;
java.lang;Double;doubleToRawLongBits;long;double ;NATIVE;;
java.lang;Double;longBitsToDouble;double;long ;NATIVE;;
java.lang;Float;floatToRawIntBits;int;float ;NATIVE;;
java.lang;Float;intBitsToFloat;float;int ;NATIVE;;
java.lang;Object;clone;java.lang.Object; ;NATIVE;;
java.lang;Object;getClass;java.lang.Class; ;NATIVE;;
java.lang;Object;hashCode;int; ;NATIVE;;
java.lang;Object;notify;void; ;NATIVE;;
java.lang;Object;notifyAll;void; ;NATIVE;;
java.lang;Object;registerNatives;void; ;NATIVE;;
java.lang;Object;wait;void;long ;NATIVE;;
java.lang;Package;getSystemPackage0;java.lang.String;java.lang.String ;NATIVE;;
java.lang;Package;getSystemPackages0;java.lang.String[]; ;NATIVE;;
java.lang;ProcessEnvironment;environmentBlock;java.lang.String; ;NATIVE;;
java.lang;ProcessImpl;closeHandle;boolean;long ;SYSTEM;;
java.lang;ProcessImpl;create;long;java.lang.String,java.lang.String,java.lang.String,long[],boolean ;SYSTEM;;
java.lang;ProcessImpl;getExitCodeProcess;int;long ;SYSTEM;;
java.lang;ProcessImpl;getStillActive;int; ;SYSTEM;;
java.lang;ProcessImpl;openForAtomicAppend;long;java.lang.String ;FS;;
java.lang;ProcessImpl;terminateProcess;void;long ;SYSTEM;;
java.lang;ProcessImpl;waitForInterruptibly;void;long ;SYSTEM;;
java.lang;Runtime;runFinalization0;void; ;SYSTEM;;
java.lang;SecurityManager;classDepth;int;java.lang.String ;SECURITY;;
java.lang;SecurityManager;classLoaderDepth0;int; ;SECURITY;;
java.lang;SecurityManager;currentClassLoader0;java.lang.ClassLoader; ;SECURITY;;
java.lang;SecurityManager;currentLoadedClass0;java.lang.Class; ;SECURITY;;
java.lang;SecurityManager;getClassContext;java.lang.Class[]; ;SECURITY;;
java.lang;Shutdown;halt0;void;int ;SYSTEM;;
java.lang;Shutdown;runAllFinalizers;void; ;SYSTEM;;
java.lang;StrictMath;acos;double;double ;NATIVE;;
java.lang;StrictMath;asin;double;double ;NATIVE;;
java.lang;StrictMath;atan;double;double ;NATIVE;;
java.lang;StrictMath;atan2;double;double,double ;NATIVE;;
java.lang;StrictMath;cbrt;double;double ;NATIVE;;
java.lang;StrictMath;cos;double;double ;NATIVE;;
java.lang;StrictMath;cosh;double;double ;NATIVE;;
java.lang;StrictMath;exp;double;double ;NATIVE;;
java.lang;StrictMath;expm1;double;double ;NATIVE;;
java.lang;StrictMath;hypot;double;double,double ;NATIVE;;
java.lang;StrictMath;IEEEremainder;double;double,double ;NATIVE;;
java.lang;StrictMath;log;double;double ;NATIVE;;
java.lang;StrictMath;log10;double;double ;NATIVE;;
java.lang;StrictMath;log1p;double;double ;NATIVE;;
java.lang;StrictMath;pow;double;double,double ;NATIVE;;
java.lang;StrictMath;sin;double;double ;NATIVE;;
java.lang;StrictMath;sinh;double;double ;NATIVE;;
java.lang;StrictMath;sqrt;double;double ;NATIVE;;
java.lang;StrictMath;tan;double;double ;NATIVE;;
java.lang;StrictMath;tanh;double;double ;NATIVE;;
java.lang;String;intern;java.lang.String; ;NATIVE;;
java.lang;System;arraycopy;void;java.lang.Object,int,java.lang.Object,int,int ;NATIVE;;
java.lang;Thread;countStackFrames;int; ;SYSTEM;;
java.lang;Thread;currentThread;java.lang.Thread; ;SYSTEM;;
java.lang;Thread;dumpThreads;java.lang.StackTraceElement[][];java.lang.Thread[] ;FS;;
java.lang;Thread;getThreads;java.lang.Thread[]; ;SYSTEM;;
java.lang;Thread;holdsLock;boolean;java.lang.Object ;SYSTEM;;
java.lang;Thread;interrupt0;void; ;SYSTEM;;
java.lang;Thread;isAlive;boolean; ;SYSTEM;;
java.lang;Thread;isInterrupted;boolean;boolean ;SYSTEM;;
java.lang;Thread;registerNatives;void; ;NATIVE;;
java.lang;Thread;resume0;void; ;SYSTEM;;
java.lang;Thread;setNativeName;void;java.lang.String ;SYSTEM;;
java.lang;Thread;setPriority0;void;int ;SYSTEM;;
java.lang;Thread;sleep;void;long ;SYSTEM;;
java.lang;Thread;start0;void; ;SYSTEM;;
java.lang;Thread;stop0;void;java.lang.Object ;SYSTEM;;
java.lang;Thread;suspend0;void; ;SYSTEM;;
java.lang;Thread;yield;void; ;SYSTEM;;
java.lang;Throwable;fillInStackTrace;java.lang.Throwable;int ;NATIVE;;
java.lang;Throwable;getStackTraceDepth;int; ;NATIVE;;
java.lang;Throwable;getStackTraceElement;java.lang.StackTraceElement;int ;NATIVE;;
java.lang.invoke;MethodHandle;invoke;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandle;invokeBasic;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandle;invokeExact;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandle;linkToInterface;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandle;linkToSpecial;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandle;linkToStatic;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandle;linkToVirtual;java.lang.Object;java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;expand;void;java.lang.invoke.MemberName ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;getConstant;int;int ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;getMembers;int;java.lang.Class,java.lang.String,java.lang.String,int,java.lang.Class,int,java.lang.invoke.MemberName[] ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;getMemberVMInfo;java.lang.Object;java.lang.invoke.MemberName ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;getNamedCon;int;int,java.lang.Object[] ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;init;void;java.lang.invoke.MemberName,java.lang.Object ;NATIVE;;
java.lang.invoke;MethodHandleNatives;objectFieldOffset;long;java.lang.invoke.MemberName ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;registerNatives;void; ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;resolve;java.lang.invoke.MemberName;java.lang.invoke.MemberName,java.lang.Class ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;setCallSiteTargetNormal;void;java.lang.invoke.CallSite,java.lang.invoke.MethodHandle ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;setCallSiteTargetVolatile;void;java.lang.invoke.CallSite,java.lang.invoke.MethodHandle ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;staticFieldBase;java.lang.Object;java.lang.invoke.MemberName ;REFLECTION;;
java.lang.invoke;MethodHandleNatives;staticFieldOffset;long;java.lang.invoke.MemberName ;REFLECTION;;
java.lang.ref;Finalizer;invokeFinalizeMethod;void;java.lang.Object ;REFLECTION;;
java.lang.reflect;Array;get;java.lang.Object;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getBoolean;boolean;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getByte;byte;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getChar;char;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getDouble;double;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getFloat;float;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getInt;int;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getLength;int;java.lang.Object ;REFLECTION;;
java.lang.reflect;Array;getLong;long;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;getShort;short;java.lang.Object,int ;REFLECTION;;
java.lang.reflect;Array;multiNewArray;java.lang.Object;java.lang.Class,int[] ;REFLECTION;;
java.lang.reflect;Array;newArray;java.lang.Object;java.lang.Class,int ;REFLECTION;;
java.lang.reflect;Array;set;void;java.lang.Object,int,java.lang.Object ;REFLECTION;;
java.lang.reflect;Array;setBoolean;void;java.lang.Object,int,boolean ;REFLECTION;;
java.lang.reflect;Array;setByte;void;java.lang.Object,int,byte ;REFLECTION;;
java.lang.reflect;Array;setChar;void;java.lang.Object,int,char ;REFLECTION;;
java.lang.reflect;Array;setDouble;void;java.lang.Object,int,double ;REFLECTION;;
java.lang.reflect;Array;setFloat;void;java.lang.Object,int,float ;REFLECTION;;
java.lang.reflect;Array;setInt;void;java.lang.Object,int,int ;REFLECTION;;
java.lang.reflect;Array;setLong;void;java.lang.Object,int,long ;REFLECTION;;
java.lang.reflect;Array;setShort;void;java.lang.Object,int,short ;REFLECTION;;
java.lang.reflect;Proxy;defineClass0;java.lang.Class;java.lang.ClassLoader,java.lang.String,byte[],int,int ;REFLECTION;;
java.net;DatagramPacket;init;void; ;NET;;
java.net;DualStackPlainDatagramSocketImpl;initIDs;void; ;NATIVE;;
java.net;DualStackPlainDatagramSocketImpl;socketBind;void;int,java.net.InetAddress,int,boolean ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketClose;void;int ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketConnect;void;int,java.net.InetAddress,int ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketCreate;int;boolean ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketDisconnect;void;int ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketGetIntOption;int;int,int ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketLocalAddress;java.lang.Object;int ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketLocalPort;int;int ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketReceiveOrPeekData;int;int,java.net.DatagramPacket,int,boolean,boolean ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketSend;void;int,byte[],int,int,java.net.InetAddress,int,boolean ;NET;;
java.net;DualStackPlainDatagramSocketImpl;socketSetIntOption;void;int,int,int ;NET;;
java.net;DualStackPlainSocketImpl;accept0;int;int,java.net.InetSocketAddress[] ;NET;;
java.net;DualStackPlainSocketImpl;available0;int;int ;NET;;
java.net;DualStackPlainSocketImpl;bind0;void;int,java.net.InetAddress,int,boolean ;NET;;
java.net;DualStackPlainSocketImpl;close0;void;int ;NET;;
java.net;DualStackPlainSocketImpl;configureBlocking;void;int,boolean ;NET;;
java.net;DualStackPlainSocketImpl;connect0;int;int,java.net.InetAddress,int ;NET;;
java.net;DualStackPlainSocketImpl;getIntOption;int;int,int ;NET;;
java.net;DualStackPlainSocketImpl;initIDs;void; ;NATIVE;;
java.net;DualStackPlainSocketImpl;listen0;void;int,int ;NET;;
java.net;DualStackPlainSocketImpl;localAddress;void;int,java.net.InetAddressContainer ;NET;;
java.net;DualStackPlainSocketImpl;localPort0;int;int ;NET;;
java.net;DualStackPlainSocketImpl;sendOOB;void;int,int ;NET;;
java.net;DualStackPlainSocketImpl;setIntOption;void;int,int,int ;NET;;
java.net;DualStackPlainSocketImpl;shutdown0;void;int,int ;NET;;
java.net;DualStackPlainSocketImpl;socket0;int;boolean,boolean ;NET;;
java.net;DualStackPlainSocketImpl;waitForConnect;void;int,int ;NET;;
java.net;DualStackPlainSocketImpl;waitForNewConnection;void;int,int ;NET;;
java.net;Inet4Address;init;void; ;NET;;
java.net;Inet4AddressImpl;getHostByAddr;java.lang.String;byte[] ;NET;;
java.net;Inet4AddressImpl;getLocalHostName;java.lang.String; ;NET;;
java.net;Inet4AddressImpl;isReachable0;boolean;byte[],int,byte[],int ;NET;;
java.net;Inet4AddressImpl;lookupAllHostAddr;java.net.InetAddress[];java.lang.String ;NET;;
java.net;Inet6Address;init;void; ;NET;;
java.net;Inet6AddressImpl;getHostByAddr;java.lang.String;byte[] ;NET;;
java.net;Inet6AddressImpl;getLocalHostName;java.lang.String; ;NET;;
java.net;Inet6AddressImpl;isReachable0;boolean;byte[],int,int,byte[],int,int ;NET;;
java.net;Inet6AddressImpl;lookupAllHostAddr;java.net.InetAddress[];java.lang.String ;NET;;
java.net;InetAddress;init;void; ;NET;;
java.net;InetAddressImplFactory;isIPv6Supported;boolean; ;NET;;
java.net;NetworkInterface;getAll;java.net.NetworkInterface[]; ;NET;;
java.net;NetworkInterface;getByIndex0;java.net.NetworkInterface;int ;NET;;
java.net;NetworkInterface;getByInetAddress0;java.net.NetworkInterface;java.net.InetAddress ;NET;;
java.net;NetworkInterface;getByName0;java.net.NetworkInterface;java.lang.String ;NET;;
java.net;NetworkInterface;getMacAddr0;byte[];byte[],java.lang.String,int ;NET;;
java.net;NetworkInterface;getMTU0;int;java.lang.String,int ;NET;;
java.net;NetworkInterface;init;void; ;NET;;
java.net;NetworkInterface;isLoopback0;boolean;java.lang.String,int ;NET;;
java.net;NetworkInterface;isP2P0;boolean;java.lang.String,int ;NET;;
java.net;NetworkInterface;isUp0;boolean;java.lang.String,int ;NET;;
java.net;NetworkInterface;supportsMulticast0;boolean;java.lang.String,int ;NET;;
java.net;SocketInputStream;init;void; ;NET;;
java.net;SocketInputStream;socketRead0;int;java.io.FileDescriptor,byte[],int,int,int ;NET;;
java.net;SocketOutputStream;init;void; ;NET;;
java.net;SocketOutputStream;socketWrite0;void;java.io.FileDescriptor,byte[],int,int ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;bind0;void;int,java.net.InetAddress,boolean ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;connect0;void;java.net.InetAddress,int ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;datagramSocketClose;void; ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;datagramSocketCreate;void; ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;disconnect0;void;int ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;getTimeToLive;int; ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;getTTL;byte; ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;init;void; ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;join;void;java.net.InetAddress,java.net.NetworkInterface ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;leave;void;java.net.InetAddress,java.net.NetworkInterface ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;peek;int;java.net.InetAddress ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;peekData;int;java.net.DatagramPacket ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;receive0;void;java.net.DatagramPacket ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;send;void;java.net.DatagramPacket ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;setTimeToLive;void;int ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;setTTL;void;byte ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;socketGetOption;java.lang.Object;int ;NET;;
java.net;TwoStacksPlainDatagramSocketImpl;socketNativeSetOption;void;int,java.lang.Object ;NET;;
java.net;TwoStacksPlainSocketImpl;initProto;void; ;NET;;
java.net;TwoStacksPlainSocketImpl;socketAccept;void;java.net.SocketImpl ;NET;;
java.net;TwoStacksPlainSocketImpl;socketAvailable;int; ;NET;;
java.net;TwoStacksPlainSocketImpl;socketBind;void;java.net.InetAddress,int,boolean ;NET;;
java.net;TwoStacksPlainSocketImpl;socketClose0;void;boolean ;NET;;
java.net;TwoStacksPlainSocketImpl;socketConnect;void;java.net.InetAddress,int,int ;NET;;
java.net;TwoStacksPlainSocketImpl;socketCreate;void;boolean ;NET;;
java.net;TwoStacksPlainSocketImpl;socketGetOption;int;int,java.lang.Object ;NET;;
java.net;TwoStacksPlainSocketImpl;socketListen;void;int ;NET;;
java.net;TwoStacksPlainSocketImpl;socketNativeSetOption;void;int,boolean,java.lang.Object ;NET;;
java.net;TwoStacksPlainSocketImpl;socketSendUrgentData;void;int ;NET;;
java.net;TwoStacksPlainSocketImpl;socketShutdown;void;int ;NET;;
java.nio;Bits;copyFromIntArray;void;java.lang.Object,long,long,long ;NATIVE;;
java.nio;Bits;copyFromLongArray;void;java.lang.Object,long,long,long ;NATIVE;;
java.nio;Bits;copyFromShortArray;void;java.lang.Object,long,long,long ;NATIVE;;
java.nio;Bits;copyToIntArray;void;long,java.lang.Object,long,long ;NATIVE;;
java.nio;Bits;copyToLongArray;void;long,java.lang.Object,long,long ;NATIVE;;
java.nio;Bits;copyToShortArray;void;long,java.lang.Object,long,long ;NATIVE;;
java.nio;MappedByteBuffer;force0;void;java.io.FileDescriptor,long,long ;FS;;
java.nio;MappedByteBuffer;isLoaded0;boolean;long,long,int ;FS;;
java.nio;MappedByteBuffer;load0;void;long,long ;FS;;
java.util;TimeZone;getSystemGMTOffsetID;java.lang.String; ;SYSTEM;;
java.util;TimeZone;getSystemTimeZoneID;java.lang.String;java.lang.String,java.lang.String ;SYSTEM;;
java.util.concurrent.atomic;AtomicLong;VMSupportsCS8;boolean; ;SYSTEM;;
java.util.jar;JarFile;getMetaInfEntryNames;java.lang.String[]; ;FS;;
java.util.logging;FileHandler;isSetUID;boolean; ;NATIVE;;
java.util.zip;Adler32;update;int;int,int ;FS;returns FALSE;
java.util.zip;Adler32;updateByteBuffer;int;int,long,int,int ;FS;;
java.util.zip;Adler32;updateBytes;int;int,byte[],int,int ;FS;;
java.util.zip;CRC32;update;int;int,int ;FS;;
java.util.zip;CRC32;updateBytes;int;int,byte[],int,int ;FS;;
java.util.zip;Deflater;deflateBytes;int;long,byte[],int,int,int ;FS;;
java.util.zip;Deflater;end;void;long ;FS;;
java.util.zip;Deflater;getAdler;int;long ;FS;;
java.util.zip;Deflater;init;long;int,int,boolean ;NATIVE;;
java.util.zip;Deflater;initIDs;void; ;NATIVE;;
java.util.zip;Deflater;reset;void;long ;NATIVE;;
java.util.zip;Deflater;setDictionary;void;long,byte[],int,int ;NATIVE;;
java.util.zip;Inflater;end;void;long ;NATIVE;;
java.util.zip;Inflater;getAdler;int;long ;FS;;
java.util.zip;Inflater;inflateBytes;int;long,byte[],int,int ;NATIVE;;
java.util.zip;Inflater;init;long;boolean ;NATIVE;;
java.util.zip;Inflater;initIDs;void; ;NATIVE;;
java.util.zip;Inflater;reset;void;long ;NATIVE;;
java.util.zip;Inflater;setDictionary;void;long,byte[],int,int ;NATIVE;;
java.util.zip;ZipFile;close;void;long ;FS;;
java.util.zip;ZipFile;freeEntry;void;long,long ;NATIVE;;
java.util.zip;ZipFile;getCommentBytes;byte[];long ;NATIVE;;
java.util.zip;ZipFile;getEntry;long;long,byte[],boolean ;NATIVE;;
java.util.zip;ZipFile;getEntryBytes;byte[];long,int ;NATIVE;;
java.util.zip;ZipFile;getEntryCrc;long;long ;NATIVE;;
java.util.zip;ZipFile;getEntryCSize;long;long ;NATIVE;;
java.util.zip;ZipFile;getEntryFlag;int;long ;NATIVE;;
java.util.zip;ZipFile;getEntryMethod;int;long ;NATIVE;;
java.util.zip;ZipFile;getEntrySize;long;long ;NATIVE;;
java.util.zip;ZipFile;getEntryTime;long;long ;NATIVE;;
java.util.zip;ZipFile;getNextEntry;long;long,int ;NATIVE;;
java.util.zip;ZipFile;getTotal;int;long ;NATIVE;;
java.util.zip;ZipFile;getZipMessage;java.lang.String;long ;NATIVE;;
java.util.zip;ZipFile;initIDs;void; ;NATIVE;;
java.util.zip;ZipFile;open;long;java.lang.String,int,long,boolean ;FS;;
java.util.zip;ZipFile;read;int;long,long,long,byte[],int,int ;FS;;
java.util.zip;ZipFile;startsWithLOC;boolean;long ;NATIVE;;
sun.awt;PlatformFont;initIDs;void; ;NATIVE;;
sun.awt;SunToolkit;closeSplashScreen;void; ;GUI;;
sun.awt;Win32GraphicsEnvironment;getDefaultScreen;int; ;SYSTEM;;
sun.awt;Win32GraphicsEnvironment;getNumScreens;int; ;SYSTEM;;
sun.awt;Win32GraphicsEnvironment;getXResolution;int; ;SYSTEM;;
sun.awt;Win32GraphicsEnvironment;getYResolution;int; ;SYSTEM;;
sun.awt;Win32GraphicsEnvironment;initDisplay;void; ;NATIVE;;
sun.awt;Win32GraphicsEnvironment;isVistaOS;boolean; ;SYSTEM;;
sun.awt.image;BufImgSurfaceData;freeNativeICMData;void;long ;GUI;;
sun.awt.image;BufImgSurfaceData;initIDs;void;java.lang.Class,java.lang.Class ;NATIVE;;
sun.awt.image;BufImgSurfaceData;initRaster;void;java.lang.Object,int,int,int,int,int,int,java.awt.image.IndexColorModel ;NATIVE;;
sun.awt.image;ByteComponentRaster;initIDs;void; ;NATIVE;;
sun.awt.image;BytePackedRaster;initIDs;void; ;NATIVE;;
sun.awt.image;DataBufferNative;getElem;int;int,int,sun.java2d.SurfaceData ;GUI;;
sun.awt.image;DataBufferNative;setElem;void;int,int,int,sun.java2d.SurfaceData ;GUI;;
sun.awt.image;GifImageDecoder;initIDs;void; ;NATIVE;;
sun.awt.image;GifImageDecoder;parseImage;boolean;int,int,int,int,boolean,int,byte[],byte[],java.awt.image.IndexColorModel ;GUI;;
sun.awt.image;ImageRepresentation;initIDs;void; ;NATIVE;;
sun.awt.image;ImageRepresentation;setDiffICM;boolean;int,int,int,int,int[],int,int,java.awt.image.IndexColorModel,byte[],int,int,sun.awt.image.ByteComponentRaster,int ;GUI;;
sun.awt.image;ImageRepresentation;setICMpixels;boolean;int,int,int,int,int[],byte[],int,int,sun.awt.image.IntegerComponentRaster ;GUI;;
sun.awt.image;ImagingLib;convolveBI;int;java.awt.image.BufferedImage,java.awt.image.BufferedImage,java.awt.image.Kernel,int ;GUI;;
sun.awt.image;ImagingLib;convolveRaster;int;java.awt.image.Raster,java.awt.image.Raster,java.awt.image.Kernel,int ;GUI;;
sun.awt.image;ImagingLib;init;boolean; ;GUI;;
sun.awt.image;ImagingLib;lookupByteBI;int;java.awt.image.BufferedImage,java.awt.image.BufferedImage,byte[][] ;GUI;;
