package;class;method name;;;capabilities;;
sun.awt.image;ImagingLib;lookupByteRaster;int;java.awt.image.Raster,java.awt.image.Raster,byte[][] ;GUI;;
sun.awt.image;ImagingLib;transformBI;int;java.awt.image.BufferedImage,java.awt.image.BufferedImage,double[],int ;GUI;;
sun.awt.image;ImagingLib;transformRaster;int;java.awt.image.Raster,java.awt.image.Raster,double[],int ;GUI;;
sun.awt.image;IntegerComponentRaster;initIDs;void; ;NATIVE;;
sun.awt.image;JPEGImageDecoder;initIDs;void;java.lang.Class ;NATIVE;;
sun.awt.image;ShortComponentRaster;initIDs;void; ;NATIVE;;
sun.awt.image.codec;JPEGImageDecoderImpl;initDecoder;void;java.lang.Class ;NATIVE;;
sun.awt.image.codec;JPEGImageDecoderImpl;readJPEGStream;com.sun.image.codec.jpeg.JPEGDecodeParam;java.io.InputStream,com.sun.image.codec.jpeg.JPEGDecodeParam,boolean ;FS;;
sun.awt.image.codec;JPEGImageEncoderImpl;initEncoder;void;java.lang.Class ;NATIVE;;
sun.awt.image.codec;JPEGImageEncoderImpl;writeJPEGStream;void;com.sun.image.codec.jpeg.JPEGEncodeParam,java.awt.image.ColorModel,java.io.OutputStream,java.lang.Object,int,int ;FS;;
sun.awt.shell;Win32ShellFolder2;bindToObject;long;long,long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;combinePIDLs;long;long,long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;compareIDs;int;long,long,long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;compareIDsByColumn;int;long,long,long,int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;copyFirstPIDLEntry;long;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;disposeIcon;void;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;doGetColumnInfo;sun.awt.shell.ShellFolderColumnInfo[];long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;doGetColumnValue;java.lang.Object;long,long,int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;extractIcon;long;long,long,boolean ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getAttributes0;int;long,long,int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getDisplayNameOf;java.lang.String;long,long,int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getEnumObjects;long;long,boolean,boolean ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getExecutableType;java.lang.String;java.lang.String ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getFileSystemPath0;java.lang.String;int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getFolderType;java.lang.String;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getIcon;long;java.lang.String,boolean ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getIconBits;int[];long,int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getIconIndex;int;long,long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getIconResource;long;java.lang.String,int,int,int,boolean ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getIShellIcon;long;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getLinkLocation;long;long,long,boolean ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getNextChild;long;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getNextPIDLEntry;long;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getStandardViewButton0;int[];int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;getSystemIcon;long;int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;initDesktop;void; ;NATIVE;windows-specific;
sun.awt.shell;Win32ShellFolder2;initIDs;void; ;NATIVE;windows-specific;
sun.awt.shell;Win32ShellFolder2;initSpecial;void;long,int ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;parseDisplayName0;long;long,java.lang.String ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;releaseEnumObjects;void;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;releaseIShellFolder;void;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolder2;releasePIDL;void;long ;FS;windows-specific;
sun.awt.shell;Win32ShellFolderManager2;initializeCom;void; ;NATIVE;windows-specific;
sun.awt.shell;Win32ShellFolderManager2;uninitializeCom;void; ;NATIVE;windows-specific;
sun.awt.windows;WBufferStrategy;getDrawBuffer;java.awt.Image;java.awt.Component ;NATIVE;windows-specific;
sun.awt.windows;WBufferStrategy;initIDs;void;java.lang.Class ;NATIVE;windows-specific;
sun.awt.windows;WCanvasPeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WCanvasPeer;setNativeBackgroundErase;void;boolean,boolean ;GUI;windows-specific;
sun.awt.windows;WColor;getDefaultColor;java.awt.Color;int ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;_dispose;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;_setBackground;void;int ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;_setFont;void;java.awt.Font ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;_setForeground;void;int ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;addNativeDropTarget;long; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;beginValidate;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;createPrintedPixels;int[];int,int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;disable;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;enable;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;endValidate;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;getLocationOnScreen;java.awt.Point; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;hide;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;isObscured;boolean; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;nativeHandleEvent;void;java.awt.AWTEvent ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;nativeHandlesWheelScrolling;boolean; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;pSetParent;void;java.awt.peer.ComponentPeer ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;pShow;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;removeNativeDropTarget;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;reshape;void;int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;reshapeNoCheck;void;int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;setFocus;void;boolean ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;setRectangularShape;void;int,int,int,int,sun.java2d.pipe.Region ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;setZOrder;void;long ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;start;void; ;GUI;windows-specific;
sun.awt.windows;WComponentPeer;updateWindow;void; ;GUI;windows-specific;
sun.awt.windows;WCustomCursor;createCursorIndirect;void;int[],byte[],int,int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WCustomCursor;getCursorHeight;int; ;GUI;windows-specific;
sun.awt.windows;WCustomCursor;getCursorWidth;int; ;GUI;windows-specific;
sun.awt.windows;WDataTransferer;dragQueryFile;java.lang.String[];byte[] ;OS,GUI,CLIPBOARD;windows-specific;
sun.awt.windows;WDataTransferer;getClipboardFormatName;java.lang.String;long ;OS,GUI,CLIPBOARD;windows-specific;
sun.awt.windows;WDataTransferer;imageDataToPlatformImageBytes;byte[];byte[],int,int,long ;NATIVE;windows-specific;
sun.awt.windows;WDataTransferer;platformImageBytesToImageData;int[];byte[],long ;NATIVE;windows-specific;
sun.awt.windows;WDataTransferer;registerClipboardFormat;long;java.lang.String ;OS,GUI,CLIPBOARD;windows-specific;
sun.awt.windows;WDefaultFontCharset;canConvert;boolean;char ;NATIVE;windows-specific;
sun.awt.windows;WDefaultFontCharset;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WDesktopPeer;showModal;java.lang.String;java.lang.String,java.lang.String ;OS;windows-specific;
sun.awt.windows;WDesktopProperties;getWindowsParameters;void; ;OS,GUI;windows-specific;
sun.awt.windows;WDesktopProperties;init;void; ;NATIVE;windows-specific;
sun.awt.windows;WDesktopProperties;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WDesktopProperties;playWindowsSound;void;java.lang.String ;OS,GUI;windows-specific;
sun.awt.windows;WDialogPeer;createAwtDialog;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WDialogPeer;endModal;void; ;GUI;windows-specific;
sun.awt.windows;WDialogPeer;pSetIMMOption;void;java.lang.String ;GUI;windows-specific;
sun.awt.windows;WDialogPeer;showModal;void; ;GUI;windows-specific;
sun.awt.windows;WDragSourceContextPeer;createDragSource;long;java.awt.Component,java.awt.datatransfer.Transferable,java.awt.event.InputEvent,int,long[],java.util.Map ;GUI;windows-specific;
sun.awt.windows;WDragSourceContextPeer;doDragDrop;void;long,java.awt.Cursor,int[],int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WDragSourceContextPeer;setNativeCursor;void;long,java.awt.Cursor,int ;GUI;windows-specific;
sun.awt.windows;WDropTargetContextPeer;dropDone;void;long,boolean,int ;GUI;windows-specific;
sun.awt.windows;WDropTargetContextPeer;getData;java.lang.Object;long,long ;GUI;windows-specific;
sun.awt.windows;WDropTargetContextPeerFileStream;freeStgMedium;void;long ;FS;windows-specific;
sun.awt.windows;WDropTargetContextPeerIStream;Available;int;long ;FS;windows-specific;
sun.awt.windows;WDropTargetContextPeerIStream;Close;void;long ;NATIVE;windows-specific;
sun.awt.windows;WDropTargetContextPeerIStream;Read;int;long ;FS;windows-specific;
sun.awt.windows;WDropTargetContextPeerIStream;ReadBytes;int;long,byte[],int,int ;FS;windows-specific;
sun.awt.windows;WEmbeddedFrame;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WEmbeddedFrame;isPrinterDC;boolean;long ;GUI;windows-specific;
sun.awt.windows;WEmbeddedFrame;notifyModalBlockedImpl;void;sun.awt.windows.WEmbeddedFramePeer,sun.awt.windows.WWindowPeer,boolean ;GUI;windows-specific;
sun.awt.windows;WEmbeddedFrame;printBand;void;long,byte[],int,int,int,int,int,int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WEmbeddedFramePeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WEmbeddedFramePeer;getBoundsPrivate;java.awt.Rectangle; ;GUI;windows-specific;
sun.awt.windows;WEmbeddedFramePeer;synthesizeWmActivate;void;boolean ;GUI;windows-specific;
sun.awt.windows;WFileDialogPeer;_dispose;void; ;GUI;windows-specific;
sun.awt.windows;WFileDialogPeer;_hide;void; ;GUI;windows-specific;
sun.awt.windows;WFileDialogPeer;_show;void; ;GUI;windows-specific;
sun.awt.windows;WFileDialogPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WFileDialogPeer;setFilterString;void;java.lang.String ;GUI;windows-specific;
sun.awt.windows;WFileDialogPeer;toBack;void; ;GUI;windows-specific;
sun.awt.windows;WFileDialogPeer;toFront;void; ;GUI;windows-specific;
sun.awt.windows;WFontPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WFramePeer;clearMaximizedBounds;void; ;GUI;windows-specific;
sun.awt.windows;WFramePeer;createAwtFrame;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WFramePeer;getState;int; ;GUI;windows-specific;
sun.awt.windows;WFramePeer;getSysMenuHeight;int; ;GUI;windows-specific;
sun.awt.windows;WFramePeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WFramePeer;pSetIMMOption;void;java.lang.String ;GUI;windows-specific;
sun.awt.windows;WFramePeer;setMaximizedBounds;void;int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WFramePeer;setMenuBar0;void;sun.awt.windows.WMenuBarPeer ;GUI;windows-specific;
sun.awt.windows;WFramePeer;setState;void;int ;GUI;windows-specific;
sun.awt.windows;WGlobalCursorManager;findComponentAt;java.awt.Component;java.awt.Container,int,int ;GUI;windows-specific;
sun.awt.windows;WGlobalCursorManager;findHeavyweightUnderCursor;java.awt.Component;boolean ;GUI;windows-specific;
sun.awt.windows;WGlobalCursorManager;getCursorPos;void;java.awt.Point ;GUI;windows-specific;
sun.awt.windows;WGlobalCursorManager;getLocationOnScreen;java.awt.Point;java.awt.Component ;GUI;windows-specific;
sun.awt.windows;WGlobalCursorManager;setCursor;void;java.awt.Component,java.awt.Cursor,boolean ;GUI;windows-specific;
sun.awt.windows;WInputMethod;disableNativeIME;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WInputMethod;enableNativeIME;void;sun.awt.windows.WComponentPeer,int,boolean ;GUI;windows-specific;
sun.awt.windows;WInputMethod;endCompositionNative;void;int,boolean ;GUI;windows-specific;
sun.awt.windows;WInputMethod;getConversionStatus;int;int ;GUI;windows-specific;
sun.awt.windows;WInputMethod;getNativeIMMDescription;java.lang.String; ;GUI;windows-specific;
sun.awt.windows;WInputMethod;getNativeLocale;java.util.Locale; ;GUI;windows-specific;
sun.awt.windows;WInputMethod;getOpenStatus;boolean;int ;GUI;windows-specific;
sun.awt.windows;WInputMethod;handleNativeIMEEvent;void;sun.awt.windows.WComponentPeer,java.awt.AWTEvent ;GUI;windows-specific;
sun.awt.windows;WInputMethod;openCandidateWindow;void;sun.awt.windows.WComponentPeer,int,int ;GUI;windows-specific;
sun.awt.windows;WInputMethod;setConversionStatus;void;int,int ;GUI;windows-specific;
sun.awt.windows;WInputMethod;setNativeLocale;boolean;java.lang.String,boolean ;GUI;windows-specific;
sun.awt.windows;WInputMethod;setOpenStatus;void;int,boolean ;GUI;windows-specific;
sun.awt.windows;WInputMethod;setStatusWindowVisible;void;sun.awt.windows.WComponentPeer,boolean ;GUI;windows-specific;
sun.awt.windows;WInputMethodDescriptor;getNativeAvailableLocales;java.util.Locale[]; ;GUI;windows-specific;
sun.awt.windows;WKeyboardFocusManagerPeer;getNativeFocusedWindow;java.awt.Window; ;GUI;windows-specific;
sun.awt.windows;WKeyboardFocusManagerPeer;getNativeFocusOwner;java.awt.Component; ;GUI;windows-specific;
sun.awt.windows;WKeyboardFocusManagerPeer;setNativeFocusOwner;void;java.awt.peer.ComponentPeer ;GUI;windows-specific;
sun.awt.windows;WListPeer;addItems;void;java.lang.String[],int,int ;GUI;windows-specific;
sun.awt.windows;WListPeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WListPeer;delItems;void;int,int ;GUI;windows-specific;
sun.awt.windows;WListPeer;deselect;void;int ;GUI;windows-specific;
sun.awt.windows;WListPeer;getMaxWidth;int; ;GUI;windows-specific;
sun.awt.windows;WListPeer;isSelected;boolean;int ;GUI;windows-specific;
sun.awt.windows;WListPeer;makeVisible;void;int ;GUI;windows-specific;
sun.awt.windows;WListPeer;select;void;int ;GUI;windows-specific;
sun.awt.windows;WListPeer;setMultipleSelections;void;boolean ;GUI;windows-specific;
sun.awt.windows;WListPeer;updateMaxItemWidth;void; ;GUI;windows-specific;
sun.awt.windows;WObjectPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WPageDialog;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WPageDialogPeer;_show;boolean; ;GUI;windows-specific;
sun.awt.windows;WPanelPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WPopupMenuPeer;_show;void;java.awt.Event ;GUI;windows-specific;
sun.awt.windows;WPopupMenuPeer;createMenu;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WPrintDialog;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WPrintDialog;setPeer;void;java.awt.peer.ComponentPeer ;GUI;windows-specific;
sun.awt.windows;WPrintDialogPeer;_show;boolean; ;GUI;windows-specific;
sun.awt.windows;WPrintDialogPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WPrintDialogPeer;toBack;void; ;GUI;windows-specific;
sun.awt.windows;WPrintDialogPeer;toFront;void; ;GUI;windows-specific;
sun.awt.windows;WPrinterJob;_startDoc;boolean;java.lang.String,java.lang.String ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;abortDoc;void; ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;beginPath;void;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;closeFigure;void;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;deleteDC;void;long,long,long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;deviceEndPage;void;java.awt.print.PageFormat,java.awt.print.Printable,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;deviceStartPage;void;java.awt.print.PageFormat,java.awt.print.Printable,int,boolean ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;drawDIBImage;void;long,byte[],float,float,float,float,float,float,float,float,int,byte[] ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;endDoc;void; ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;endPath;void;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;fillPath;void;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;fillRect;void;long,float,float,float,float,int,int,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;frameRect;void;long,float,float,float,float ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;getDefaultPage;void;java.awt.print.PageFormat ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;getGDIAdvance;int;long,java.lang.String ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;getNativePrintService;java.lang.String; ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;getPenX;int;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;getPenY;int;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WPrinterJob;initPrinter;void; ;NATIVE;windows-specific;
sun.awt.windows;WPrinterJob;jobSetup;boolean;java.awt.print.Pageable,boolean ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;lineTo;void;long,float,float ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;moveTo;void;long,float,float ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;polyBezierTo;void;long,float,float,float,float,float,float ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;printBand;void;byte[],int,int,int,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;selectClipPath;void;long ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;selectPen;void;long,float,int,int,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;selectSolidBrush;void;long,int,int,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;selectStylePen;boolean;long,long,long,float,int,int,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;setFont;boolean;long,java.lang.String,float,boolean,boolean,int,float ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;setNativeCopies;void;int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;setNativePrintService;void;java.lang.String ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;setPolyFillMode;void;long,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;setTextColor;void;long,int,int,int ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;textOut;void;long,java.lang.String,int,boolean,float,float,float[] ;PRINT;windows-specific;
sun.awt.windows;WPrinterJob;validatePaper;void;java.awt.print.Paper,java.awt.print.Paper ;PRINT;windows-specific;
sun.awt.windows;WRobotPeer;_dispose;void; ;GUI;windows-specific;
sun.awt.windows;WRobotPeer;create;void; ;GUI;windows-specific;
sun.awt.windows;WRobotPeer;getRGBPixelImpl;int;int,int ;GUI;windows-specific;
sun.awt.windows;WRobotPeer;getRGBPixels;void;int,int,int,int,int[] ;GUI;windows-specific;
sun.awt.windows;WRobotPeer;keyPress;void;int ;GUI,INPUT;windows-specific;
sun.awt.windows;WRobotPeer;keyRelease;void;int ;GUI,INPUT;windows-specific;
sun.awt.windows;WRobotPeer;mouseMoveImpl;void;int,int ;GUI,INPUT;windows-specific;
sun.awt.windows;WRobotPeer;mousePress;void;int ;GUI,INPUT;windows-specific;
sun.awt.windows;WRobotPeer;mouseRelease;void;int ;GUI,INPUT;windows-specific;
sun.awt.windows;WRobotPeer;mouseWheel;void;int ;GUI,INPUT;windows-specific;
sun.awt.windows;WScrollbarPeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WScrollbarPeer;getScrollbarSize;int;int ;GUI;windows-specific;
sun.awt.windows;WScrollbarPeer;setLineIncrement;void;int ;GUI;windows-specific;
sun.awt.windows;WScrollbarPeer;setPageIncrement;void;int ;GUI;windows-specific;
sun.awt.windows;WScrollbarPeer;setValues;void;int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;_getHScrollbarHeight;int; ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;_getVScrollbarWidth;int; ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;getOffset;int;int ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WScrollPanePeer;setInsets;void; ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;setScrollPosition;void;int,int ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;setSpans;void;int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WScrollPanePeer;setTypedValue;void;java.awt.ScrollPaneAdjustable,int,int ;GUI;windows-specific;
sun.awt.windows;WTextAreaPeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WTextAreaPeer;insertText;void;java.lang.String,int ;GUI;windows-specific;
sun.awt.windows;WTextAreaPeer;replaceText;void;java.lang.String,int,int ;GUI;windows-specific;
sun.awt.windows;WTextComponentPeer;enableEditing;void;boolean ;GUI;windows-specific;
sun.awt.windows;WTextComponentPeer;getSelectionEnd;int; ;GUI;windows-specific;
sun.awt.windows;WTextComponentPeer;getSelectionStart;int; ;GUI;windows-specific;
sun.awt.windows;WTextComponentPeer;getText;java.lang.String; ;GUI;windows-specific;
sun.awt.windows;WTextComponentPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WTextComponentPeer;select;void;int,int ;GUI;windows-specific;
sun.awt.windows;WTextComponentPeer;setText;void;java.lang.String ;GUI;windows-specific;
sun.awt.windows;WTextFieldPeer;create;void;sun.awt.windows.WComponentPeer ;GUI;windows-specific;
sun.awt.windows;WTextFieldPeer;setEchoCharacter;void;char ;GUI;windows-specific;
sun.awt.windows;WToolkit;beep;void; ;OS,SOUND;windows-specific;
sun.awt.windows;WToolkit;disableCustomPalette;void; ;GUI;windows-specific;
sun.awt.windows;WToolkit;embeddedDispose;boolean; ;GUI;windows-specific;
sun.awt.windows;WToolkit;embeddedEventLoopIdleProcessing;void; ;GUI;windows-specific;
sun.awt.windows;WToolkit;embeddedInit;boolean; ;NATIVE;windows-specific;
sun.awt.windows;WToolkit;eventLoop;void; ;GUI,INPUT;windows-specific;
sun.awt.windows;WToolkit;getLockingKeyStateNative;boolean;int ;GUI,INPUT;windows-specific;
sun.awt.windows;WToolkit;getMaximumCursorColors;int; ;GUI;windows-specific;
sun.awt.windows;WToolkit;getNumberOfButtonsImpl;int; ;GUI;windows-specific;
sun.awt.windows;WToolkit;getScreenHeight;int; ;GUI;windows-specific;
sun.awt.windows;WToolkit;getScreenInsets;java.awt.Insets;int ;GUI;windows-specific;
sun.awt.windows;WToolkit;getScreenWidth;int; ;GUI;windows-specific;
sun.awt.windows;WToolkit;getWindowsVersion;java.lang.String; ;GUI;windows-specific;
sun.awt.windows;WToolkit;init;boolean; ;NATIVE;windows-specific;
sun.awt.windows;WToolkit;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WToolkit;isDynamicLayoutSupportedNative;boolean; ;GUI;windows-specific;
sun.awt.windows;WToolkit;loadSystemColors;void;int[] ;SYSTEM;windows-specific;
sun.awt.windows;WToolkit;makeColorModel;java.awt.image.ColorModel; ;GUI;windows-specific;
sun.awt.windows;WToolkit;nativeSync;void; ;GUI;windows-specific;
sun.awt.windows;WToolkit;postDispose;void; ;NATIVE;windows-specific;
sun.awt.windows;WToolkit;quitSecondaryEventLoop;void; ;GUI;windows-specific;
sun.awt.windows;WToolkit;setDynamicLayoutNative;void;boolean ;GUI;windows-specific;
sun.awt.windows;WToolkit;setExtraMouseButtonsEnabledNative;void;boolean ;GUI;windows-specific;
sun.awt.windows;WToolkit;setLockingKeyStateNative;void;int,boolean ;GUI;windows-specific;
sun.awt.windows;WToolkit;shutdown;void; ;GUI;windows-specific;
sun.awt.windows;WToolkit;startSecondaryEventLoop;void; ;GUI,INPUT;windows-specific;
sun.awt.windows;WToolkit;startToolkitThread;boolean;java.lang.Runnable,java.lang.ThreadGroup ;NATIVE;windows-specific;
sun.awt.windows;WToolkit;syncNativeQueue;boolean;long ;NATIVE;windows-specific;
sun.awt.windows;WToolkitThreadBlockedHandler;startSecondaryEventLoop;void; ;GUI,INPUT;windows-specific;
sun.awt.windows;WTrayIconPeer;_displayMessage;void;java.lang.String,java.lang.String,java.lang.String ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WTrayIconPeer;_dispose;void; ;NATIVE;windows-specific;
sun.awt.windows;WTrayIconPeer;create;void; ;NATIVE;windows-specific;
sun.awt.windows;WTrayIconPeer;setNativeIcon;void;int[],byte[],int,int,int ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WTrayIconPeer;setToolTip;void;java.lang.String ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WTrayIconPeer;updateNativeIcon;void;boolean ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;_setResizable;void;boolean ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;_setTitle;void;java.lang.String ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;_toFront;void; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;createAwtWindow;void;sun.awt.windows.WComponentPeer ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getScreenImOn;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getSysIconHeight;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getSysIconWidth;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getSysMinHeight;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getSysMinWidth;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getSysSmIconHeight;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;getSysSmIconWidth;int; ;GUI,SYSTEM;windows-specific;
sun.awt.windows;WWindowPeer;initIDs;void; ;NATIVE;windows-specific;
sun.awt.windows;WWindowPeer;modalDisable;void;java.awt.Dialog,long ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;modalEnable;void;java.awt.Dialog ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;nativeGrab;void; ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;nativeUngrab;void; ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;repositionSecurityWarning;void; ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;requestWindowFocus;boolean;boolean ;GUI;windows-specific;
